ward_code,Ward,Local Authority,Labour vote change 2014-18percent,crimes2016q1,crimes2017q1,crimes2018q1,crime_change_q1_2017-18percent,totalcrimes2016,totalcrimes2017,totalcrimes2018,crime_change_2016-17percent
E05000646,Vincent Square,Westminster,11.1,223.0,375.0,421.0,12.266666666666666,1530.0,1603.0,849.0,4.771241830065359
E05011481,Selsdon Vale and Forestdale,Croydon,20.2,,,,,,,,
E05000424,Knight's Hill,Lambeth,2.4,223.0,383.0,377.0,-1.5665796344647518,1585.0,1529.0,749.0,-3.533123028391167
E05011104,London Bridge and West Bermondsey,Southwark,,,,,,,,,
E05011217,Barnehurst,Bexley,33.4,,,,,,,,
E05000204,Lower Edmonton,Enfield,3.9,211.0,359.0,377.0,5.013927576601671,1392.0,1652.0,869.0,18.67816091954023
E05000414,Tolworth and Hook Rise,Kingston upon Thames,-3.2,111.0,234.0,234.0,0.0,838.0,937.0,484.0,11.813842482100238
E05011100,Dulwich Village,Southwark,37.9,,,,,,,,
E05000255,Fulham Reach,Hammersmith and Fulham,12.4,184.0,333.0,325.0,-2.4024024024024024,1400.0,1359.0,680.0,-2.928571428571429
E05000097,Preston,Brent,13.5,256.0,243.0,360.0,48.148148148148145,1264.0,1238.0,698.0,-2.0569620253164556
E05009405,Stanley,Kensington and Chelsea,13.1,,,,,,,,
E05000360,Hounslow South,Hounslow,11.1,85.0,157.0,122.0,-22.29299363057325,483.0,656.0,288.0,35.81780538302277
E05000127,West Wickham,Bromley,2.0,89.0,166.0,162.0,-2.4096385542168677,568.0,646.0,340.0,13.732394366197184
E05000459,Dundonald,Merton,-8.4,113.0,155.0,166.0,7.096774193548387,647.0,659.0,306.0,1.8547140649149922
E05011243,Fullwell,Redbridge,53.4,,,,,,,,
E05000460,Figge's Marsh,Merton,1.2,213.0,314.0,329.0,4.777070063694268,1292.0,1436.0,733.0,11.145510835913312
E05000429,Stockwell,Lambeth,10.2,319.0,466.0,453.0,-2.7896995708154506,2025.0,2091.0,989.0,3.259259259259259
E05000109,Bromley Town,Bromley,0.7,496.0,891.0,955.0,7.182940516273851,2808.0,3549.0,2006.0,26.38888888888889
E05000043,Brunswick Park,Barnet,-0.8,203.0,226.0,267.0,18.141592920353983,876.0,1023.0,563.0,16.78082191780822
E05011240,Clementswood,Redbridge,83.5,,,,,,,,
E05009383,Springfield,Hackney,1.1,,,,,,,,
E05000443,Evelyn,Lewisham,6.6,303.0,413.0,450.0,8.958837772397095,1681.0,1793.0,956.0,6.662700773349196
E05000181,Lady Margaret,Ealing,10.2,152.0,245.0,214.0,-12.653061224489795,841.0,881.0,441.0,4.756242568370987
E05009322,Bromley South,Tower Hamlets,5.0,,,,,,,,
E05009371,De Beauvoir,Hackney,6.6,,,,,,,,
E05000187,Perivale,Ealing,14.7,177.0,292.0,297.0,1.7123287671232876,1136.0,1319.0,690.0,16.109154929577464
E05000224,Middle Park and Sutcliffe,Greenwich,18.3,195.0,346.0,281.0,-18.786127167630056,1138.0,1405.0,613.0,23.462214411247803
E05000095,Mapesbury,Brent,19.1,356.0,472.0,477.0,1.059322033898305,1755.0,2085.0,1054.0,18.803418803418804
E05000409,Norbiton,Kingston upon Thames,-7.2,189.0,198.0,214.0,8.080808080808081,1176.0,948.0,465.0,-19.387755102040817
E05000316,Mawneys,Havering,-2.4,152.0,222.0,241.0,8.558558558558559,857.0,960.0,481.0,12.018669778296383
E05009394,Dalgarno,Kensington and Chelsea,11.3,,,,,,,,
E05000211,Turkey Street,Enfield,20.0,170.0,330.0,332.0,0.6060606060606061,1201.0,1331.0,717.0,10.824313072439635
E05000219,Eltham South,Greenwich,13.3,266.0,378.0,395.0,4.497354497354497,1403.0,1713.0,862.0,22.095509622238062
E05011255,Wanstead Village,Redbridge,43.4,,,,,,,,
E05000209,Southgate Green,Enfield,7.5,169.0,248.0,322.0,29.838709677419356,973.0,1265.0,662.0,30.01027749229188
E05009319,Bow East,Tower Hamlets,11.2,,,,,,,,
E05000341,Uxbridge South,Hillingdon,12.8,320.0,514.0,504.0,-1.9455252918287937,2049.0,2281.0,1069.0,11.322596388482186
E05000281,Tottenham Hale,Haringey,8.2,336.0,697.0,727.0,4.304160688665711,2633.0,3053.0,1584.0,15.951386251424232
E05011472,Norbury and Pollards Hill,Croydon,67.7,,,,,,,,
E05000375,Holloway,Islington,4.2,369.0,591.0,589.0,-0.338409475465313,2079.0,2614.0,1287.0,25.733525733525735
E05000408,Grove,Kingston upon Thames,-10.1,659.0,972.0,1114.0,14.609053497942387,3694.0,4075.0,2098.0,10.314022739577695
E05000184,Northolt Mandeville,Ealing,7.2,222.0,349.0,366.0,4.871060171919771,1442.0,1563.0,774.0,8.39112343966713
E05000453,Telegraph Hill,Lewisham,19.2,210.0,328.0,329.0,0.3048780487804878,1342.0,1437.0,716.0,7.078986587183309
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,20.0,682.0,1001.0,1000.0,-0.0999000999000999,4104.0,3998.0,2042.0,-2.582846003898635
E05009325,Lansbury,Tower Hamlets,-0.3,,,,,,,,
E05000312,Harold Wood,Havering,6.7,147.0,337.0,214.0,-36.49851632047478,950.0,1192.0,548.0,25.473684210526315
E05009385,Stoke Newington,Hackney,3.9,,,,,,,,
E05011112,Rotherhithe,Southwark,45.8,,,,,,,,
E05000491,Royal Docks,Newham,-5.2,199.0,291.0,351.0,20.618556701030926,1229.0,1340.0,739.0,9.03173311635476
E05000602,Larkswood,Waltham Forest,8.5,130.0,243.0,246.0,1.2345679012345678,952.0,1091.0,562.0,14.600840336134455
E05000486,Green Street West,Newham,19.0,253.0,376.0,429.0,14.095744680851062,1485.0,1577.0,898.0,6.1952861952861955
E05011238,Churchfields,Redbridge,37.6,,,,,,,,
E05009396,Golborne,Kensington and Chelsea,15.8,,,,,,,,
E05000636,Hyde Park,Westminster,6.7,583.0,1086.0,1048.0,-3.4990791896869244,3967.0,4476.0,2209.0,12.830854550037813
E05000334,Manor,Hillingdon,6.0,106.0,175.0,192.0,9.714285714285714,699.0,796.0,355.0,13.876967095851217
E05000291,Hatch End,Harrow,5.6,73.0,149.0,154.0,3.3557046979865772,562.0,568.0,329.0,1.0676156583629894
E05000472,Village,Merton,-2.9,83.0,152.0,148.0,-2.631578947368421,524.0,677.0,330.0,29.198473282442748
E05000192,Walpole,Ealing,7.9,201.0,318.0,325.0,2.20125786163522,1338.0,1321.0,663.0,-1.2705530642750373
E05000591,Cathall,Waltham Forest,7.8,201.0,300.0,310.0,3.3333333333333335,1173.0,1220.0,649.0,4.0068201193520885
E05000421,Ferndale,Lambeth,-0.9,330.0,601.0,498.0,-17.13810316139767,2244.0,2356.0,1040.0,4.991087344028521
E05000332,Hillingdon East,Hillingdon,10.7,183.0,310.0,252.0,-18.70967741935484,1053.0,1230.0,510.0,16.80911680911681
E05000172,Dormers Wells,Ealing,-4.9,169.0,284.0,310.0,9.15492957746479,1207.0,1310.0,639.0,8.533554266777134
E05009376,Homerton,Hackney,13.0,,,,,,,,
E05000451,Rushey Green,Lewisham,10.5,390.0,585.0,593.0,1.3675213675213675,2477.0,2514.0,1275.0,1.4937424303593057
E05009327,Mile End,Tower Hamlets,7.8,,,,,,,,
E05000630,Abbey Road,Westminster,-2.7,91.0,201.0,218.0,8.45771144278607,700.0,866.0,449.0,23.714285714285715
E05000145,West Hampstead,Camden,6.0,256.0,406.0,433.0,6.65024630541872,1403.0,1991.0,866.0,41.91019244476122
E05000088,Dollis Hill,Brent,11.9,301.0,420.0,427.0,1.6666666666666667,1384.0,1713.0,787.0,23.771676300578033
E05000117,Darwin,Bromley,4.2,33.0,58.0,77.0,32.758620689655174,261.0,297.0,163.0,13.793103448275861
E05000051,Finchley Church End,Barnet,-2.3,305.0,266.0,268.0,0.7518796992481203,1169.0,1146.0,594.0,-1.9674935842600514
E05000641,Marylebone High Street,Westminster,0.3,744.0,1202.0,1104.0,-8.153078202995008,4102.0,4937.0,2322.0,20.355923939541686
E05000053,Golders Green,Barnet,0.3,372.0,444.0,385.0,-13.288288288288289,1731.0,1736.0,846.0,0.28885037550548814
E05000405,Chessington South,Kingston upon Thames,-3.2,83.0,170.0,140.0,-17.647058823529413,622.0,739.0,286.0,18.810289389067524
E05009393,Courtfield,Kensington and Chelsea,-3.9,,,,,,,,
E05000058,Oakleigh,Barnet,8.3,271.0,301.0,281.0,-6.64451827242525,1209.0,1264.0,579.0,4.549214226633581
E05011228,Northumberland Heath,Bexley,42.6,,,,,,,,
E05000557,Belmont,Sutton,4.9,69.0,119.0,109.0,-8.403361344537815,385.0,502.0,226.0,30.38961038961039
E05000640,Maida Vale,Westminster,12.5,111.0,203.0,201.0,-0.9852216748768473,854.0,929.0,439.0,8.782201405152225
E05000176,Elthorne,Ealing,1.3,245.0,428.0,435.0,1.6355140186915886,1711.0,1806.0,884.0,5.5523085914669785
E05000326,Brunel,Hillingdon,9.6,287.0,465.0,403.0,-13.333333333333334,1689.0,1813.0,834.0,7.341622261693309
E05000260,Parsons Green and Walham,Hammersmith and Fulham,1.1,192.0,335.0,417.0,24.47761194029851,1260.0,1563.0,734.0,24.047619047619047
E05000182,Northfield,Ealing,8.3,136.0,240.0,235.0,-2.083333333333333,824.0,967.0,515.0,17.354368932038835
E05000028,Becontree,Barking and Dagenham,15.9,343.0,378.0,269.0,-28.835978835978835,1318.0,1566.0,625.0,18.81638846737481
E05009336,Whitechapel,Tower Hamlets,14.6,,,,,,,,
E05000290,Harrow Weald,Harrow,6.0,128.0,213.0,192.0,-9.859154929577464,808.0,881.0,408.0,9.034653465346535
E05000467,Pollards Hill,Merton,14.0,146.0,214.0,177.0,-17.289719626168225,822.0,807.0,362.0,-1.824817518248175
E05000637,Knightsbridge and Belgravia,Westminster,-1.5,275.0,444.0,452.0,1.8018018018018018,2247.0,2324.0,1032.0,3.4267912772585665
E05000107,Biggin Hill,Bromley,-2.4,101.0,174.0,143.0,-17.81609195402299,540.0,574.0,284.0,6.296296296296296
E05000483,Forest Gate North,Newham,4.7,210.0,361.0,334.0,-7.479224376731302,1394.0,1471.0,720.0,5.523672883787661
E05000457,Colliers Wood,Merton,10.5,159.0,228.0,238.0,4.385964912280701,1116.0,1054.0,519.0,-5.555555555555555
E05000309,Emerson Park,Havering,3.9,77.0,119.0,127.0,6.722689075630252,496.0,515.0,271.0,3.8306451612903225
E05000268,Bruce Grove,Haringey,9.6,234.0,395.0,356.0,-9.873417721518987,1535.0,1669.0,823.0,8.729641693811075
E05000425,Larkhall,Lambeth,8.6,376.0,508.0,560.0,10.236220472440944,2358.0,2345.0,1158.0,-0.551314673452078
E05000593,Chingford Green,Waltham Forest,7.4,177.0,239.0,260.0,8.786610878661087,1007.0,1082.0,550.0,7.447864945382324
E05000292,Headstone North,Harrow,28.2,79.0,137.0,121.0,-11.678832116788321,534.0,593.0,279.0,11.04868913857678
E05000349,Chiswick Riverside,Hounslow,15.9,125.0,240.0,192.0,-20.0,867.0,999.0,459.0,15.22491349480969
E05000473,West Barnes,Merton,8.7,107.0,188.0,189.0,0.5319148936170213,619.0,757.0,399.0,22.294022617124394
E05000566,Sutton South,Sutton,7.5,106.0,169.0,134.0,-20.710059171597635,605.0,666.0,281.0,10.082644628099173
E05009330,St Katharine's and Wapping,Tower Hamlets,4.3,,,,,,,,
E05000645,Tachbrook,Westminster,15.7,160.0,230.0,268.0,16.52173913043478,1086.0,1237.0,600.0,13.904235727440147
E05000265,Wormholt and White City,Hammersmith and Fulham,8.9,218.0,384.0,310.0,-19.270833333333336,1426.0,1517.0,666.0,6.38148667601683
E05011463,Addiscombe West,Croydon,51.6,,,,,,,,
E05009335,Weavers,Tower Hamlets,27.6,,,,,,,,
E05000464,Longthornton,Merton,6.3,155.0,188.0,195.0,3.723404255319149,723.0,747.0,363.0,3.319502074688797
E05009390,Campden,Kensington and Chelsea,-1.6,,,,,,,,
E05000620,Queenstown,Wandsworth,11.0,297.0,461.0,504.0,9.327548806941431,2017.0,2185.0,1085.0,8.329201784828955
E05000315,Hylands,Havering,5.8,169.0,211.0,199.0,-5.687203791469194,836.0,986.0,493.0,17.942583732057415
E05000469,Raynes Park,Merton,1.9,86.0,166.0,183.0,10.240963855421686,528.0,802.0,360.0,51.89393939393939
E05000494,West Ham,Newham,11.0,209.0,374.0,349.0,-6.684491978609626,1448.0,1539.0,722.0,6.284530386740332
E05000129,Bloomsbury,Camden,9.5,809.0,1357.0,1508.0,11.127487103905674,4658.0,6060.0,3091.0,30.098754830399315
E05000643,Regent's Park,Westminster,3.5,196.0,355.0,297.0,-16.338028169014084,1251.0,1579.0,655.0,26.219024780175857
E05000134,Gospel Oak,Camden,1.7,155.0,288.0,353.0,22.569444444444446,1004.0,1356.0,695.0,35.0597609561753
E05000621,Roehampton and Putney Heath,Wandsworth,4.9,256.0,359.0,372.0,3.6211699164345403,1462.0,1569.0,807.0,7.3187414500684
E05000222,Greenwich West,Greenwich,0.1,382.0,581.0,593.0,2.0654044750430294,2475.0,2602.0,1321.0,5.1313131313131315
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,-5.6,93.0,169.0,163.0,-3.5502958579881656,576.0,673.0,335.0,16.84027777777778
E05000300,Rayners Lane,Harrow,9.8,120.0,180.0,171.0,-5.0,640.0,672.0,296.0,5.0
E05000474,Wimbledon Park,Merton,-1.6,97.0,186.0,184.0,-1.0752688172043012,743.0,792.0,383.0,6.594885598923284
E05000206,Ponders End,Enfield,6.4,284.0,489.0,559.0,14.314928425357873,1869.0,2177.0,1118.0,16.479400749063668
E05000288,Greenhill,Harrow,10.9,401.0,619.0,747.0,20.678513731825525,2264.0,2665.0,1503.0,17.71201413427562
E05000220,Eltham West,Greenwich,15.5,148.0,326.0,271.0,-16.87116564417178,1012.0,1316.0,540.0,30.039525691699602
E05011250,Newbury,Redbridge,53.6,,,,,,,,
E05000528,South Richmond,Richmond upon Thames,-4.1,253.0,385.0,473.0,22.857142857142858,1572.0,1965.0,1044.0,25.0
E05000320,St Andrew's,Havering,3.9,175.0,330.0,382.0,15.757575757575756,1062.0,1338.0,793.0,25.98870056497175
E05000419,Clapham Town,Lambeth,0.2,401.0,558.0,621.0,11.29032258064516,2354.0,2528.0,1250.0,7.391673746813934
E05000629,West Putney,Wandsworth,6.0,158.0,323.0,289.0,-10.526315789473683,1013.0,1236.0,583.0,22.013820335636723
E05009382,Shacklewell,Hackney,30.1,,,,,,,,
E05000102,Tokyngton,Brent,3.1,472.0,520.0,639.0,22.884615384615383,2409.0,2521.0,1318.0,4.649232046492321
E05000048,East Barnet,Barnet,-0.2,300.0,268.0,337.0,25.74626865671642,1195.0,1202.0,650.0,0.5857740585774058
E05000606,Markhouse,Waltham Forest,11.4,227.0,344.0,404.0,17.441860465116278,1228.0,1501.0,770.0,22.231270358306187
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,10.2,169.0,302.0,287.0,-4.966887417218543,1100.0,1387.0,641.0,26.090909090909093
E05000611,Bedford,Wandsworth,11.9,150.0,234.0,218.0,-6.837606837606838,963.0,986.0,466.0,2.3883696780893042
E05000250,Addison,Hammersmith and Fulham,5.6,267.0,416.0,401.0,-3.6057692307692304,1601.0,1834.0,875.0,14.553404122423485
E05011220,Blackfen and Lamorbey,Bexley,20.3,,,,,,,,
E05000306,Brooklands,Havering,10.5,297.0,443.0,422.0,-4.740406320541761,1844.0,1882.0,842.0,2.0607375271149677
E05000624,Southfields,Wandsworth,12.9,193.0,354.0,390.0,10.16949152542373,1317.0,1449.0,813.0,10.022779043280181
E05000401,Berrylands,Kingston upon Thames,-2.0,111.0,160.0,120.0,-25.0,494.0,616.0,271.0,24.696356275303643
E05000600,Higham Hill,Waltham Forest,-1.0,219.0,374.0,357.0,-4.545454545454546,1292.0,1557.0,718.0,20.510835913312693
E05000437,Bellingham,Lewisham,4.2,260.0,463.0,375.0,-19.00647948164147,1826.0,1841.0,797.0,0.8214676889375685
